Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007
"06037577900","Census Tract 5779, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5779",,,,1358,407,633,247,51,10,10,29.97,46.61,18.19,3.76,0.74,0.74
"06037578000","Census Tract 5780, Los Angeles County, California","ca","140","00",,,,"06","037",,,"578000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5780",,,,1244,217,543,252,215,6,11,17.44,43.65,20.26,17.28,0.48,0.88
"06037578100","Census Tract 5781, Los Angeles County, California","ca","140","00",,,,"06","037",,,"578100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5781",,,,0,0,0,0,0,0,0,,,,,,
"06037599000","Census Tract 5990, Los Angeles County, California","ca","140","00",,,,"06","037",,,"599000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5990",,,,898,239,610,49,0,0,0,26.61,67.93,5.46,0,0,0
"06037599100","Census Tract 5991, Los Angeles County, California","ca","140","00",,,,"06","037",,,"599100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5991",,,,54,16,0,12,12,0,14,29.63,0,22.22,22.22,0,25.93
"06037600100","Census Tract 6001, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6001",,,,1735,362,742,423,106,89,13,20.86,42.77,24.38,6.11,5.13,0.75
"06037600201","Census Tract 6002.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6002.01",,,,1027,102,578,192,84,39,32,9.93,56.28,18.7,8.18,3.8,3.12
"06037600202","Census Tract 6002.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6002.02",,,,1657,509,645,346,146,11,0,30.72,38.93,20.88,8.81,0.66,0
"06037600302","Census Tract 6003.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6003.02",,,,384,0,224,147,0,13,0,0,58.33,38.28,0,3.39,0
"06037600303","Census Tract 6003.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6003.03",,,,1076,213,441,253,128,41,0,19.8,40.99,23.51,11.9,3.81,0
"06037600304","Census Tract 6003.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6003.04",,,,925,225,351,189,81,55,24,24.32,37.95,20.43,8.76,5.95,2.59
"06037600400","Census Tract 6004, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6004",,,,803,359,195,196,21,32,0,44.71,24.28,24.41,2.62,3.99,0
"06037600501","Census Tract 6005.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6005.01",,,,276,57,134,65,13,7,0,20.65,48.55,23.55,4.71,2.54,0
"06037600601","Census Tract 6006.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6006.01",,,,343,19,178,132,14,0,0,5.54,51.9,38.48,4.08,0,0
"06037600602","Census Tract 6006.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6006.02",,,,632,101,350,110,58,13,0,15.98,55.38,17.41,9.18,2.06,0
"06037600702","Census Tract 6007.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6007.02",,,,480,3,287,82,42,0,66,0.62,59.79,17.08,8.75,0,13.75
"06037600703","Census Tract 6007.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6007.03",,,,130,0,57,66,0,0,7,0,43.85,50.77,0,0,5.38
"06037600704","Census Tract 6007.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6007.04",,,,660,71,377,175,37,0,0,10.76,57.12,26.52,5.61,0,0
"06037600801","Census Tract 6008.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6008.01",,,,386,182,117,87,0,0,0,47.15,30.31,22.54,0,0,0
"06037600802","Census Tract 6008.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6008.02",,,,716,133,316,178,56,33,0,18.58,44.13,24.86,7.82,4.61,0
"06037600902","Census Tract 6009.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6009.02",,,,1673,171,758,637,58,49,0,10.22,45.31,38.08,3.47,2.93,0
"06037600911","Census Tract 6009.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6009.11",,,,606,78,247,184,66,22,9,12.87,40.76,30.36,10.89,3.63,1.49
"06037600912","Census Tract 6009.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6009.12",,,,597,48,70,287,157,28,7,8.04,11.73,48.07,26.3,4.69,1.17
